"ID","OWNERID","ISDELETED","NAME","CURRENCYISOCODE","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","LASTVIEWEDDATE","LASTREFERENCEDDATE","APXTCONGA4__DESCRIPTION__C","APXTCONGA4__LABEL_TEMPLATE_USE_DETAIL_DATA__C","APXTCONGA4__MASTER_FIELD_TO_SET_1__C","APXTCONGA4__MASTER_FIELD_TO_SET_2__C","APXTCONGA4__MASTER_FIELD_TO_SET_3__C","APXTCONGA4__NAME__C","APXTCONGA4__TEMPLATE_GROUP__C","APXTCONGA4__TEMPLATE_TYPE__C","OSM_CONGA_EXTERNAL_ID__C"
"a32U0000000He5TIAS","005U00000031cpdIAA","false","CMT-00010","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-28T10:46:01.000Z","2016-04-18T18:17:59.000Z","2016-04-18T18:17:59.000Z","","false","","","","INTL - English - Order Form - GHI1288","Order Acknowledgement","Document","a32U0000000He5TIAS"
"a32U0000000He5UIAS","005U00000031cpdIAA","false","CMT-00011","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","2016-04-01T18:44:42.000Z","2016-04-01T18:44:42.000Z","","false","","","","INTL - German - Req Form - GHI288","Order Acknowledgement","Document","a32U0000000He5UIAS"
"a32U0000000He5VIAS","005U00000031cpdIAA","false","CMT-00012","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","2016-04-01T18:44:43.000Z","2016-04-01T18:44:43.000Z","","false","","","","INTL - French - Req Form - GHI289","Order Acknowledgement","Document","a32U0000000He5VIAS"
"a32U0000000He5WIAS","005U00000031cpdIAA","false","CMT-00013","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","2016-04-01T18:44:43.000Z","2016-04-01T18:44:43.000Z","","false","","","","INTL - Italian - Req Form - GHI287","Order Acknowledgement","Document","a32U0000000He5WIAS"
"a32U0000000He5XIAS","005U00000031cpdIAA","false","CMT-00014","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","2016-04-01T18:44:45.000Z","2016-04-01T18:44:45.000Z","","false","","","","INTL - Prostate - Req Form - GHI008","Order Acknowledgement","Document","a32U0000000He5XIAS"
"a32U0000000He5YIAS","005U00000031cpdIAA","false","CMT-00015","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","INTL - RWC - SR - Cover Sheet","SR Forms, Add Template","Document","a32U0000000He5YIAS"
"a32U0000000He5ZIAS","005U00000031cpdIAA","false","CMT-00016","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","2016-03-16T18:00:06.000Z","2016-03-16T18:00:06.000Z","","false","","","","INTL - English- Signature - Cover Sheet","Signature","Document","a32U0000000He5ZIAS"
"a32U0000000He5aIAC","005U00000031cpdIAA","false","CMT-00017","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","INTL English Sig Request_Cover","Add Template","Document","a32U0000000He5aIAC"
"a32U0000000He5bIAC","005U00000031cpdIAA","false","CMT-00018","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","INTL - French - Signature - Cover Sheet","Signature, Add Template","Document","a32U0000000He5bIAC"
"a32U0000000He5cIAC","005U00000031cpdIAA","false","CMT-00019","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","INTL RWC Missing Data_cover","Add Template","Document","a32U0000000He5cIAC"
"a32U0000000He5dIAC","005U00000031cpdIAA","false","CMT-00020","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","INTL - Italian - Signature - Cover Sheet","Signature, Add Template","Document","a32U0000000He5dIAC"
"a32U0000000He5eIAC","005U00000031cpdIAA","false","CMT-00021","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","INTL RWC Sig Assay Type Change_Cover","Add Template","Document","a32U0000000He5eIAC"
"a32U0000000He5fIAC","005U00000031cpdIAA","false","CMT-00022","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","INTL RWC Sig Request_Cover","Add Template","Document","a32U0000000He5fIAC"
"a32U0000000He5gIAC","005U00000031cpdIAA","false","CMT-00023","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","2016-04-01T18:44:46.000Z","2016-04-01T18:44:46.000Z","","false","","","","INTL - RWC - Attn Required - Cover Sheet","Order Acknowledgement","Document","a32U0000000He5gIAC"
"a32U0000000He5hIAC","005U00000031cpdIAA","false","CMT-00024","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","INTL RWC SR Cover - No Merge Fields","Add Template","Document","a32U0000000He5hIAC"
"a32U0000000He5iIAC","005U00000031cpdIAA","false","CMT-00025","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","2016-03-16T17:55:41.000Z","2016-03-16T17:55:41.000Z","Breast Colon - Internation - Italian","false","","","","INTL - Italian - Breast/Colon - SR - GHI287","SR Forms","Document","a32U0000000He5iIAC"
"a32U0000000He5jIAC","005U00000031cpdIAA","false","CMT-00026","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","2016-03-16T17:56:12.000Z","2016-03-16T17:56:12.000Z","Breast Colon","false","","","","Domestic - Breast/Colon - SR - GHI003","SR Forms","Document","a32U0000000He5jIAC"
"a32U0000000He5kIAC","005U00000031cpdIAA","false","CMT-00027","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","2016-03-16T17:56:43.000Z","2016-03-16T17:56:43.000Z","Prostate - International - English","false","","","","INTL - English - Prostate - SR - GHI004","SR Forms","Document","a32U0000000He5kIAC"
"a32U0000000He5lIAC","005U00000031cpdIAA","false","CMT-00028","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","2016-04-01T20:09:36.000Z","2016-04-01T20:09:36.000Z","GHI003-BreastColon_Order Acknowledgement - Domestic","false","","","","Domestic - Breast/Colon - Order Acknowledgement - GHI003","Order Acknowledgement","Document","a32U0000000He5lIAC"
"a32U0000000He5mIAC","005U00000031cpdIAA","false","CMT-00029","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","2016-03-16T18:21:32.000Z","2016-03-16T18:21:32.000Z","Prostate","false","","","","Domestic - Prostate - SR - GHI004","SR Forms","Document","a32U0000000He5mIAC"
"a32U0000000He5nIAC","005U00000031cpdIAA","false","CMT-00030","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","Treating Med-14 Fax Coversheet -UPDATED","Add Template","Document","a32U0000000He5nIAC"
"a32U0000000He5oIAC","005U00000031cpdIAA","false","CMT-00031","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","Miraca Blank Release","Add Template","Document","a32U0000000He5oIAC"
"a32U0000000He5pIAC","005U00000031cpdIAA","false","CMT-00032","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","Fax Template - Incomplete Order","Add Template","Document","a32U0000000He5pIAC"
"a32U0000000He5qIAC","005U00000031cpdIAA","false","CMT-00033","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","EHF Fax Cover Sheet- report not released","Add Template","Document","a32U0000000He5qIAC"
"a32U0000000He5rIAC","005U00000031cpdIAA","false","CMT-00034","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","Optimal Specimen Outreach - Notification to Treating","Add Template","Document","a32U0000000He5rIAC"
"a32U0000000He5sIAC","005U00000031cpdIAA","false","CMT-00035","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","Specimen Failure [No Additional Specimen Available]","Add Template","Document","a32U0000000He5sIAC"
"a32U0000000He5tIAC","005U00000031cpdIAA","false","CMT-00036","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","Int_SIG for new version of order form","Add Template","Document","a32U0000000He5tIAC"
"a32U0000000He5uIAC","005U00000031cpdIAA","false","CMT-00037","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","Outside Billing Policy Treating - Breast Colon","Add Template","Document","a32U0000000He5uIAC"
"a32U0000000He5vIAC","005U00000031cpdIAA","false","CMT-00038","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","Prostate Addtl' Pathologic Review Notification","Add Template","Document","a32U0000000He5vIAC"
"a32U0000000He5wIAC","005U00000031cpdIAA","false","CMT-00039","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","EHF Fax Cover Sheet - report released","Add Template","Document","a32U0000000He5wIAC"
"a32U0000000He5xIAC","005U00000031cpdIAA","false","CMT-00040","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","Resubmission Received - Breast Colon","Add Template","Document","a32U0000000He5xIAC"
"a32U0000000He5yIAC","005U00000031cpdIAA","false","CMT-00041","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","Resubmission Pending - Breast Colon","Add Template","Document","a32U0000000He5yIAC"
"a32U0000000He5zIAC","005U00000031cpdIAA","false","CMT-00042","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","Resubmission Available - Breast Colon","Add Template","Document","a32U0000000He5zIAC"
"a32U0000000He60IAC","005U00000031cpdIAA","false","CMT-00043","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","No Resubmission - Breast Colon","Add Template","Document","a32U0000000He60IAC"
"a32U0000000He61IAC","005U00000031cpdIAA","false","CMT-00044","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","Within Billing Policy Treating - Prostate","Add Template","Document","a32U0000000He61IAC"
"a32U0000000He62IAC","005U00000031cpdIAA","false","CMT-00045","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","Outside Billing Policy Treating - Prostate","Add Template","Document","a32U0000000He62IAC"
"a32U0000000He63IAC","005U00000031cpdIAA","false","CMT-00046","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","Int_Missing Data","Add Template","Document","a32U0000000He63IAC"
"a32U0000000He64IAC","005U00000031cpdIAA","false","CMT-00047","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","Specimen Failure [Pending]","Add Template","Document","a32U0000000He64IAC"
"a32U0000000He65IAC","005U00000031cpdIAA","false","CMT-00048","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","Int_SIG_Assay_Type_Change_","Add Template","Document","a32U0000000He65IAC"
"a32U0000000He66IAC","005U00000031cpdIAA","false","CMT-00049","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","Int_SIG_&_Miss","Add Template","Document","a32U0000000He66IAC"
"a32U0000000He67IAC","005U00000031cpdIAA","false","CMT-00050","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","MD Anderson_OptimalTemplate - Pathology","Add Template","Document","a32U0000000He67IAC"
"a32U0000000He68IAC","005U00000031cpdIAA","false","CMT-00051","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-05-02T10:37:25.000Z","","","","false","","","","Clinical Experience - Excessive Cores, 4+3","Add Template","Document","a32U0000000He68IAC"
"a32U0000000He69IAC","005U00000031cpdIAA","false","CMT-00052","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","Prostate Specimen Failure - No Additional Tissue Available","Add Template","Document","a32U0000000He69IAC"
"a32U0000000He6AIAS","005U00000031cpdIAA","false","CMT-00053","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","Prostate Specimen Failure - Pending Resubmission","Add Template","Document","a32U0000000He6AIAS"
"a32U0000000He6BIAS","005U00000031cpdIAA","false","CMT-00054","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","2016-04-11T14:43:10.000Z","2016-04-11T14:43:10.000Z","","false","","","","Portal Fax Cover Sheet","Add Template","Document","a32U0000000He6BIAS"
"a32U0000000He6CIAS","005U00000031cpdIAA","false","CMT-00055","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","Within Billing Policy Treating - Breast Colon","Add Template","Document","a32U0000000He6CIAS"
"a32U0000000He6DIAS","005U00000031cpdIAA","false","CMT-00056","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-05-02T10:37:25.000Z","","","","false","","","","Clinical Experience - DOC over 3 years","Add Template","Document","a32U0000000He6DIAS"
"a32U0000000He6EIAS","005U00000031cpdIAA","false","CMT-00057","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-05-02T10:37:25.000Z","","","","false","","","","Billing Policy Pathology - Breast Colon","Add Template","Document","a32U0000000He6EIAS"
"a32U0000000He6FIAS","005U00000031cpdIAA","false","CMT-00058","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-05-02T10:37:25.000Z","","","","false","","","","Billing Policy Pathology - Prostate","Add Template","Document","a32U0000000He6FIAS"
"a32U0000000He6GIAS","005U00000031cpdIAA","false","CMT-00059","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","OptimalTemplateFinal - Pathology","Add Template","Document","a32U0000000He6GIAS"
"a32U0000000He6HIAS","005U00000031cpdIAA","false","CMT-00060","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","SR Delay - Fax Template","Add Template","Document","a32U0000000He6HIAS"
"a32U0000000He6IIAS","005U00000031cpdIAA","false","CMT-00061","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","Prostate Release Form","Add Template","Document","a32U0000000He6IIAS"
"a32U0000000He6JIAS","005U00000031cpdIAA","false","CMT-00062","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","Clinical Experience - TURP Cancellation","Add Template","Document","a32U0000000He6JIAS"
"a32U0000000He6KIAS","005U00000031cpdIAA","false","CMT-00063","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","Patient Release Form","Add Template","Document","a32U0000000He6KIAS"
"a32U0000000He6LIAS","005U00000031cpdIAA","false","CMT-00064","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","2016-03-16T17:57:29.000Z","2016-03-16T17:57:29.000Z","GHI003-BreastColon_INT_French","false","","","","INTL - French - Breast/Colon - SR - GHI289","SR Forms","Document","a32U0000000He6LIAS"
"a32U0000000He6MIAS","005U00000031cpdIAA","false","CMT-00065","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","2016-03-16T18:16:36.000Z","2016-03-16T18:16:36.000Z","Breast Colon Signature Form","false","","","","Domestic - Breast/Colon - Signature - GHI003","Signature","Document","a32U0000000He6MIAS"
"a32U0000000He6NIAS","005U00000031cpdIAA","false","CMT-00066","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","2016-03-16T17:57:59.000Z","2016-03-16T17:57:59.000Z","Breast Colon - Internation - English","false","","","","INTL - English - Breast/Colon - SR - GHI288","SR Forms","Document","a32U0000000He6NIAS"
"a32U0000000He6OIAS","005U00000031cpdIAA","false","CMT-00067","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","2016-03-16T17:58:25.000Z","2016-03-16T17:58:25.000Z","Breast Colon - Internation - German","false","","","","INTL - German - Breast/Colon - SR - GHI288","SR Forms","Document","a32U0000000He6OIAS"
"a32U0000000He6PIAS","005U00000031cpdIAA","false","CMT-00068","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-28T10:46:01.000Z","2016-05-03T14:19:48.000Z","2016-05-03T14:19:48.000Z","GHI004-Prostate_Order Acknowledgement - Domestic","false","","","","Domestic - Prostate - Order Acknowledgement - GHI004","Order Acknowledgement","Document","a32U0000000He6PIAS"
"a32U0000000He6QIAS","005U00000031cpdIAA","false","CMT-00069","USD","2015-09-18T16:39:11.000Z","005U00000031cpdIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","2016-03-16T18:18:30.000Z","2016-03-16T18:18:30.000Z","Prostate Form Signature","false","","","","Domestic - Prostate - Signature - GHI003","Signature","Document","a32U0000000He6QIAS"
"a32U0000000He8DIAS","005U00000031e2xIAA","false","CMT-00070","USD","2015-09-30T08:32:35.000Z","005U00000031e2xIAA","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","","","","false","","","","Portal Patients without Orders","","Document","a32U0000000He8DIAS"
"a32U0000000xHNuIAM","005U00000031xhRIAQ","false","CMT-00072","USD","2016-04-12T15:47:15.000Z","005U00000031xhRIAQ","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-27T02:00:53.000Z","2016-04-12T15:48:09.000Z","2016-04-12T15:48:09.000Z","","false","","","","INTL – French (FR for CH) – SR – Cover Sheet","SR Forms","Document","a32U0000000xHNuIAM"
"a32U0000001DZGmIAO","005U00000031xbOIAQ","false","CMT-00071","USD","2015-12-10T23:00:01.000Z","005U00000031xbOIAQ","2016-04-27T02:00:53.000Z","005U0000003flA4IAI","2016-04-30T09:36:10.000Z","","","","false","","","","Path Report Outreach","Add Template","Document","a32U0000001DZGmIAO"
